X,Y,ANNO,DESCRIZIO,NOTE,ID,LINK,X_COORD,Y_COORD,anno_n,icon_url
12.2330899406532,43.46775318596,"2016",Città di Castello 28.10.2016,,,https://youtu.be/xlaz1zjzvTM,,,"2016",./0.png
12.3903853151928,43.1087471019751,"2016","Perugia, pomeriggio del 27.10.2016",,,https://youtu.be/VWL--0DuAgA,,,"2016",./0.png
12.389731086065,43.1085509341762,"2016",Perugia  - mattina 27.10.2016,,,https://youtu.be/F1awBVmjd9YL,,,"2016",./0.png
12.1377243626279,43.5758504461612,"2016",Sansepolcro 26.10.2016,,,https://youtu.be/JiSvP_diGbE,,,"2016",./0.png
13.5684066387026,45.5276807444809,"2016",Pirano 25 settembre 2016,,,https://youtu.be/YJfHOriGTzE,,,"2016",./0.png
13.7227828078482,45.3800916346575,"2016",Passeggiata a Grisignana 25.09.2016,,,https://youtu.be/--53sluTVlk,,,"2016",./0.png
12.6825102960399,45.7933029054879,"2018",Presepio vivente di Annone Veneto,,,https://youtu.be/axdMYPqmAVY,,,"2018",./0.png
9.83451463306378,44.0510296840077,"2016",Portovenere 25 aprile 2016,,,https://youtu.be/rkVAhDAn1gU,,,"2016",./0.png
9.20965596408863,44.3357593660499,"2016",Santa Margherita Ligure,,,https://youtu.be/zsL6t1zgL2Q,,,"2016",./0.png
9.23158762182682,44.3499303610966,"2016",Rapallo - Santa Margherita - Portofino,,,https://youtu.be/mLDj36zCXQ0,,,"2016",./0.png
10.1358019298464,44.0862687921264,"2016",Le cave di Carrara tra la nuvolaglia,,,https://youtu.be/RnPdFVOOfjY,,,"2016",./0.png
8.933971472239,44.4055194489453,"2016",Genova 22 aprile 2016,,,https://youtu.be/8EjbMI3GVNw,,,"3016",./0.png
8.78577866227843,44.7614190107345,"2016",Novi Ligure 22 aprile 2016,,,https://youtu.be/K4bRjSP3Da8,,,"2016",./0.png
12.5749629619535,43.3485040763605,"2016",Gubbio 22 marzo 2016,,,https://youtu.be/vlt91nN4h38,,,"2016",./0.png
12.4608614799764,41.8915163065013,"2018",Colle del Gianicolo e Presepio di Sabbia offerto dalla città di Jesolo,,,https://youtu.be/chT3j9DxidY,,,"2018",./0.png
11.9884733246528,45.8368167390198,"2017",Presepio Missionario - Santuario Madonna della Rocca - Cornuda (TV),,,https://youtu.be/0FlWceoXl-w,,,"2017",./0.png
11.7786702882634,45.3511972426139,"2022",Abano Terme - Hotel Salus - Halloween 2022,,,https://youtu.be/-x83KVCM-6s,,,"2022",./0.png
